REF_AREA,Reference area,VAR,Indicator,OBS_VALUE,OBS_STATUS_1,Observation status
FIN,Finland,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,80833.51101,A,Normal value
FIN,Finland,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,94371.42501,A,Normal value
FIN,Finland,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,66398.42688,A,Normal value
FIN,Finland,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,85743.72565,A,Normal value
IRL,Ireland,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,70697.55808,A,Normal value
IRL,Ireland,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,89037.78026,A,Normal value
IRL,Ireland,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,93257.41863,A,Normal value
IRL,Ireland,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,62412.29613,A,Normal value
IRL,Ireland,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,85917.91849,A,Normal value
IRL,Ireland,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,64186.2378,A,Normal value
ITA,Italy,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,58568.83821,A,Normal value
ITA,Italy,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,62238.69417,A,Normal value
ITA,Italy,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,59849.4123,A,Normal value
ITA,Italy,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,70339.64597,A,Normal value
ITA,Italy,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,63087.71996,A,Normal value
ITA,Italy,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,36512.40123,A,Normal value
NLD,Netherlands,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,62324.11762,A,Normal value
NLD,Netherlands,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,105508.6069,A,Normal value
NLD,Netherlands,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,84564.03586,A,Normal value
NLD,Netherlands,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,111938.1349,A,Normal value
NLD,Netherlands,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,110629.5208,A,Normal value
NLD,Netherlands,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,88639.40026,A,Normal value
NOR,Norway,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,110659.2377,A,Normal value
NOR,Norway,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,61392.76646,A,Normal value
NOR,Norway,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,72508.66236,A,Normal value
NOR,Norway,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,98408.67562,A,Normal value
NOR,Norway,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,78129.57665,A,Normal value
NOR,Norway,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,84978.30231,A,Normal value
CHE,Switzerland,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,115055.0276,A,Normal value
CHE,Switzerland,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,98239.80264,A,Normal value
CHE,Switzerland,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,245669.3873,A,Normal value
CHE,Switzerland,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,161909.7394,A,Normal value
CHE,Switzerland,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,102017.5806,A,Normal value
CHE,Switzerland,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,73029.63461,A,Normal value
CHE,Switzerland,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,121464.7819,A,Normal value
CHE,Switzerland,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,156013.9598,A,Normal value
CHE,Switzerland,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,119151.8688,A,Normal value
MLT,Malta,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,82148.99687,A,Normal value
MLT,Malta,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,57958.87973,A,Normal value
MLT,Malta,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,81039.39721,A,Normal value
MLT,Malta,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,71271.17319,A,Normal value
AUT,Austria,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,53215.882,A,Normal value
AUT,Austria,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",94.85,A,Normal value
AUT,Austria,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,72847.85534,A,Normal value
AUT,Austria,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",97.66,A,Normal value
AUT,Austria,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",96.82,A,Normal value
AUT,Austria,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",90.89,A,Normal value
AUT,Austria,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,76931.21599,A,Normal value
AUT,Austria,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",75.09,A,Normal value
AUT,Austria,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,98327.03529,A,Normal value
AUT,Austria,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",80.76,A,Normal value
AUT,Austria,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",93.71,A,Normal value
AUT,Austria,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,94959.27455,A,Normal value
AUT,Austria,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",76.95,A,Normal value
AUT,Austria,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",80.25,A,Normal value
AUT,Austria,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,110780.6835,A,Normal value
BEL,Belgium,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,91329.68187,A,Normal value
BEL,Belgium,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",99.71,A,Normal value
BEL,Belgium,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,76647.66657,A,Normal value
BEL,Belgium,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",98.13,A,Normal value
BEL,Belgium,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",80.8,A,Normal value
BEL,Belgium,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",94.82,A,Normal value
BEL,Belgium,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",92.93,A,Normal value
BEL,Belgium,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",83.55,A,Normal value
BEL,Belgium,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,96791.17202,A,Normal value
BEL,Belgium,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,58046.45449,A,Normal value
BEL,Belgium,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,78449.95732,A,Normal value
BEL,Belgium,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",83.83,A,Normal value
BEL,Belgium,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",97.12,A,Normal value
BEL,Belgium,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",84.66,A,Normal value
BEL,Belgium,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,104724.7029,A,Normal value
CZE,Czechia,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,34849.83545,A,Normal value
CZE,Czechia,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",82.77,A,Normal value
CZE,Czechia,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",92.83,A,Normal value
CZE,Czechia,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,45837.61696,A,Normal value
CZE,Czechia,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,41955.54054,A,Normal value
CZE,Czechia,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",72.65,A,Normal value
CZE,Czechia,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",85.23,A,Normal value
CZE,Czechia,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",88.74,A,Normal value
CZE,Czechia,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,53125.10695,A,Normal value
CZE,Czechia,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",60.96,A,Normal value
CZE,Czechia,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,42572.38639,A,Normal value
CZE,Czechia,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,45043.5078,A,Normal value
CZE,Czechia,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",68.8,A,Normal value
CZE,Czechia,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",82.97,A,Normal value
CZE,Czechia,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",70.96,A,Normal value
DNK,Denmark,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",90.51,A,Normal value
DNK,Denmark,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",76.59,A,Normal value
DNK,Denmark,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",87.7,A,Normal value
DNK,Denmark,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",90.24,A,Normal value
DNK,Denmark,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",86.31,A,Normal value
DNK,Denmark,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",75.5,A,Normal value
DNK,Denmark,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",91.9,A,Normal value
DNK,Denmark,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",72.62,A,Normal value
DNK,Denmark,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",79.91,A,Normal value
EST,Estonia,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,41001.9556,A,Normal value
EST,Estonia,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",73.91,A,Normal value
EST,Estonia,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",90.29,A,Normal value
EST,Estonia,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",64.74,A,Normal value
EST,Estonia,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,35308.08758,A,Normal value
EST,Estonia,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",88.18,A,Normal value
EST,Estonia,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",74.41,A,Normal value
EST,Estonia,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",85.39,A,Normal value
EST,Estonia,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,42278.67925,A,Normal value
EST,Estonia,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",87.16,A,Normal value
EST,Estonia,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",75.73,A,Normal value
EST,Estonia,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,43898.14984,A,Normal value
EST,Estonia,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,42214.77287,A,Normal value
EST,Estonia,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",75.06,A,Normal value
FIN,Finland,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",95.66,A,Normal value
FIN,Finland,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",88.36,A,Normal value
FIN,Finland,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",85.01,A,Normal value
FIN,Finland,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",93.31,A,Normal value
FIN,Finland,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",93.11,A,Normal value
FIN,Finland,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",99.26,A,Normal value
FIN,Finland,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",84.24,A,Normal value
FIN,Finland,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",85.89,A,Normal value
FIN,Finland,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",97.02,A,Normal value
FRA,France,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",67.31,A,Normal value
FRA,France,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",85.36,A,Normal value
FRA,France,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,111095.2101,A,Normal value
FRA,France,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,70409.91953,A,Normal value
FRA,France,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",90.69,A,Normal value
FRA,France,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,76782.11701,A,Normal value
FRA,France,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",97.06,A,Normal value
FRA,France,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,52652.05135,A,Normal value
FRA,France,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,75166.34189,A,Normal value
FRA,France,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",94.23,A,Normal value
FRA,France,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,84057.05562,A,Normal value
FRA,France,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",62.58,A,Normal value
FRA,France,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",66.9,A,Normal value
FRA,France,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",63.22,A,Normal value
FRA,France,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,108074.9968,A,Normal value
FRA,France,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",84.69,A,Normal value
DEU,Germany,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,74431.53966,A,Normal value
DEU,Germany,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,136548.2377,A,Normal value
DEU,Germany,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,149990.1633,A,Normal value
DEU,Germany,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,124714.9057,A,Normal value
DEU,Germany,PHD_EARNY_25_34,Average gross yearly earnings of employed doctorate holders aged 25-34,97141.47497,A,Normal value
DEU,Germany,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,93290.63606,A,Normal value
DEU,Germany,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,108905.1964,A,Normal value
DEU,Germany,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,105820.4445,A,Normal value
DEU,Germany,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,92962.37863,A,Normal value
DEU,Germany,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,169223.3313,A,Normal value
GRC,Greece,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",97.66,A,Normal value
GRC,Greece,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",85.75,A,Normal value
GRC,Greece,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,60817.94232,A,Normal value
GRC,Greece,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",88.46,A,Normal value
GRC,Greece,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",70.13,A,Normal value
GRC,Greece,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",92.65,A,Normal value
GRC,Greece,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",47.86,A,Normal value
GRC,Greece,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,44331.04653,A,Normal value
GRC,Greece,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",54.69,A,Normal value
GRC,Greece,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",52.67,A,Normal value
GRC,Greece,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,43198.13753,A,Normal value
GRC,Greece,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",72.64,A,Normal value
HUN,Hungary,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",84.41,A,Normal value
HUN,Hungary,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",68.8,A,Normal value
HUN,Hungary,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",93.04,A,Normal value
HUN,Hungary,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",81.82,A,Normal value
HUN,Hungary,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",82.35,A,Normal value
HUN,Hungary,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",71.64,A,Normal value
HUN,Hungary,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,30086.50454,A,Normal value
HUN,Hungary,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,31198.35706,A,Normal value
HUN,Hungary,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",59.92,A,Normal value
HUN,Hungary,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",87.81,A,Normal value
HUN,Hungary,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,30449.25519,A,Normal value
HUN,Hungary,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",70.52,A,Normal value
HUN,Hungary,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,34093.33261,A,Normal value
HUN,Hungary,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,26810.96863,A,Normal value
ISL,Iceland,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",75.84,A,Normal value
ISL,Iceland,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,75255.75683,A,Normal value
ISL,Iceland,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,68829.81988,A,Normal value
ISL,Iceland,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,82996.04193,A,Normal value
ISL,Iceland,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",93.72,A,Normal value
ISL,Iceland,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",76.91,A,Normal value
ISL,Iceland,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",90.66,A,Normal value
ISL,Iceland,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",95.41,A,Normal value
ISL,Iceland,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,66714.61319,A,Normal value
ISL,Iceland,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,46659.75352,A,Normal value
ISL,Iceland,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",80.65,A,Normal value
IRL,Ireland,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",75.35,A,Normal value
IRL,Ireland,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",75.33,A,Normal value
IRL,Ireland,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",97.41,A,Normal value
IRL,Ireland,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",89.47,A,Normal value
IRL,Ireland,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",72.78,A,Normal value
IRL,Ireland,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",98.18,A,Normal value
IRL,Ireland,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",76.15,A,Normal value
IRL,Ireland,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",95.23,A,Normal value
IRL,Ireland,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",88.86,A,Normal value
ITA,Italy,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",83.42,A,Normal value
ITA,Italy,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",89.02,A,Normal value
ITA,Italy,PHDWB_HAPPY_GESMTXPHDWB,"Doctorate holders feeling happy, % of total doctorate holders",91.92,A,Normal value
ITA,Italy,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",88.87,A,Normal value
ITA,Italy,PHDWB_TIMEUSE_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with amount of available leisure time, % of total doctorate holders",85.05,A,Normal value
ITA,Italy,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",79.02,A,Normal value
ITA,Italy,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",78.48,A,Normal value
ITA,Italy,PHDWB_FINS_MEDHIGHXPHDWB,"Doctorate holders at least moderately satisfied with financial situation, % of total doctorate holders",94.97,A,Normal value
ITA,Italy,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",91.68,A,Normal value
LVA,Latvia,MASWB_TIMEUSE_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with amount of available leisure time, % of total master's degree holders",84.5,A,Normal value
LVA,Latvia,TOTWB_FINS_MEDHIGHXTOTWB,"Total population at least moderately satisfied with financial situation, % of total population",57.76,A,Normal value
LVA,Latvia,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",82.05,A,Normal value
LVA,Latvia,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,32694.57183,A,Normal value
LVA,Latvia,MASWB_FINS_MEDHIGHXMASWB,"Master's degree holders at least moderately satisfied with financial situation, % of total master's degree holders",73.25,A,Normal value
LVA,Latvia,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",81.08,A,Normal value
LVA,Latvia,TOTWB_HAPPY_GESMTXTOTWB,"Total population feeling happy, % of total population",75.27,A,Normal value
LVA,Latvia,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,43001.04513,A,Normal value
LVA,Latvia,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,38804.68569,A,Normal value
LVA,Latvia,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,40624.54252,A,Normal value
LVA,Latvia,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,50048.71185,A,Normal value
LTU,Lithuania,MASWB_HAPPY_GESMTXMASWB,"Master's degree holders feeling happy, % of total master's degree holders",85.55,A,Normal value
LTU,Lithuania,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,68777.16007,A,Normal value
LTU,Lithuania,TOTWB_TIMEUSE_MEDHIGHXTOTWB,"Total population at least moderately satisfied with amount of available leisure time, % of total population",65.95,A,Normal value
